CRN,first,last,company_name,employed_since,EDUCATION,no_of_connections,social_sentiment 
9198448548,Harriet,Hanson,"Leuschke, Stark and Price",2017,2,592,1
4960393172,Marcus,Lynch,Altenwerth Inc,2016,2,259,1
3494847832,Alma,Green,"Roob, Gulgowski and Vandervort",2015,2,622,1
5058079455,Alice,Rivera,Macejkovic Group,2013,2,233,0
1859401424,Sallie,Goodwin,Bernhard and Sons,2011,2,723,1
8530508051,Francis,Ballard,Stanton-Ward,2013,2,521,1
170942676,Jimmy,Soto,McCullough Group,2013,2,305,0
3329789763,Clara,Roberts,"Abernathy, Goyette and Cronin",2013,1,344,-1
560198502,Claudia,Jordan,Goyette-Rolfson,2012,3,598,-1
8211278719,Myrtie,Lowe,"Graham, Powlowski and Hartmann",2012,3,210,-1
4306889017,Sean,Horton,Corkery-Becker,2014,1,749,-1
8504297642,Kyle,McKinney,"Macejkovic, Cummerata and Hand",2016,1,324,-1
943603210,Lucille,Floyd,"O'Reilly, Ziemann and Smith",2012,1,894,0
8843212419,Robert,Daniel,Armstrong LLC,2016,1,437,0
3146181913,Katherine,Carlson,Swift Inc,2016,2,515,0
885103177,Ada,Fitzgerald,Barton-Bins,2017,2,16,-1
6269154964,Hannah,Patrick,Stokes-Kassulke,2015,3,129,-1
4715447519,Jared,Cunningham,"Walker, Haag and Stanton",2015,2,310,-1
3473665301,Minnie,Frazier,Ondricka Inc,2012,2,340,-1
3988584701,Randall,Stevens,"Bins, Hane and Mante",2011,2,932,1
1280915052,Jason,Holloway,"Hills, Marks and Ullrich",2016,1,178,-1
3542865239,Rachel,Fernandez,"Brakus, Tromp and Okuneva",2016,1,231,-1
3923973928,Roxie,Cox,Daugherty-Wolff,2013,1,797,0
7997362595,Eunice,McDaniel,"Labadie, Hammes and O'Conner",2015,1,526,-1
4250559277,Lois,Santiago,Stanton LLC,2014,3,638,0
6634718702,Gilbert,Black,"D'Amore, VonRueden and Abbott",2012,1,761,-1
1656809753,Bess,Parker,Larkin-Kuhlman,2011,3,284,-1
9697438768,Landon,Kelly,Parker-Heller,2017,3,823,0
8384555389,Jesus,Gomez,Stokes-Wiza,2011,1,237,-1
6321467990,Chester,Young,Upton and Sons,2015,2,57,-1
9384484568,Martin,Cunningham,"Klein, Franecki and Roob",2011,3,595,-1
2890484348,Thomas,Rice,Padberg-Harber,2012,3,494,-1
5284143586,Maurice,Gilbert,"Macejkovic, Herman and Conn",2017,2,854,-1
2187406162,Eleanor,Nelson,"Donnelly, Jaskolski and Rogahn",2014,1,978,-1
8208061079,Rosalie,Ward,Rempel-Larkin,2015,2,756,0
87970468,Caroline,Valdez,"Buckridge, DuBuque and Huels",2012,3,377,-1
8785467972,Todd,Day,"Hilll, Kling and Bednar",2011,2,385,0
3211228839,Clayton,Phillips,Gibson Group,2013,1,924,-1
5614822893,Michael,Cooper,"Stehr, Shanahan and Stanton",2011,2,586,-1
9298942020,Marguerite,Banks,Jaskolski Group,2017,3,726,-1
3010364479,Helena,Hines,"Ankunding, Sawayn and Zieme",2016,2,706,-1
8881530145,Ethel,Buchanan,"Renner, Rippin and Hackett",2012,2,587,0
1525641906,Bill,Ray,Kuhic Inc,2014,1,422,-1
4341004853,Gertrude,Jacobs,Streich-Bins,2013,1,421,-1
374574114,Flora,Bridges,"Muller, Erdman and Ferry",2013,1,406,-1
1343425876,Belle,West,"Beier, Barton and Fay",2016,2,310,0
2668226241,Hannah,Schultz,Bartoletti-Stracke,2011,1,302,0
4823744001,Douglas,Valdez,"Carter, Ankunding and Terry",2014,1,417,-1
7812100227,Mark,Floyd,Vandervort Group,2014,2,719,1
5280227047,Susan,Rose,Hodkiewicz-Stamm,2016,2,444,-1
1481312305,Polly,Martin,Douglas-Fahey,2013,1,180,0
4547189360,Clayton,Perez,"Mosciski, Leannon and Borer",2016,1,400,-1
8901498178,Tillie,King,Bartoletti Inc,2014,1,676,1
9427450454,Eula,Harrington,Wisoky and Sons,2011,2,66,-1
1865176161,Andrew,Malone,Kunde Inc,2013,1,267,-1
9087324148,Leah,Taylor,"Schimmel, Lueilwitz and Ratke",2014,1,322,0
1125236560,Rose,Ellis,Hansen LLC,2014,2,230,-1
8032388661,Ora,McBride,"Carroll, Miller and Schaden",2011,2,717,0
2525288110,Calvin,Harper,"Wyman, Schultz and Mohr",2012,5,341,1
4541540702,Willie,Owen,"Predovic, Klein and Walter",2012,1,57,1
6131562778,Mark,Shelton,Padberg-Larson,2013,2,651,-1
4094433445,Georgie,Lucas,Hintz-Swaniawski,2012,1,65,0
2136802420,Milton,Stevenson,Little-Becker,2016,1,2,-1
8565299786,Martha,Diaz,Kulas-Durgan,2015,3,832,0
8304668419,Leah,Jackson,Blick Inc,2017,2,350,0
5184212228,Seth,Tucker,Reichel-Legros,2012,2,643,0
7252887544,Lora,Alexander,Wuckert-Fritsch,2017,1,142,0
4675941869,Myrtle,Wagner,Koelpin Inc,2016,3,475,1
4643572816,Rosie,Harris,Boyle LLC,2016,1,784,-1
9047325876,Robert,Luna,Effertz-Stokes,2013,2,69,0
8878494,Edwin,Obrien,Gutkowski Group,2017,3,854,-1
8174385066,Gregory,Mitchell,"Runte, Okuneva and Kertzmann",2011,2,191,0
2429557756,Gertrude,Figueroa,Turner Group,2017,1,917,-1
8737709267,Virginia,Santiago,"Luettgen, Lind and Witting",2015,3,412,0
2370251703,Victor,Steele,"Marks, Luettgen and Macejkovic",2011,1,962,-1
7586192093,Luke,Roberson,Lemke-Graham,2012,2,545,-1
1613196186,Jeanette,Hoffman,Morar-Anderson,2012,3,235,1
9127365781,Maggie,Barton,"Vandervort, Mitchell and Johnston",2011,3,447,-1
4126108205,Mollie,Adams,Maggio Inc,2011,1,680,-1
8053378774,Norman,Thompson,Gutkowski Group,2015,2,344,1
1076198962,Robert,Harmon,Ankunding-Zboncak,2011,1,254,0
2163802106,Matilda,Quinn,Stanton-Lockman,2011,3,214,-1
3715552856,Mamie,Banks,"Koelpin, Toy and Kertzmann",2013,1,441,0
5425758687,Randy,Tran,Lockman-Hudson,2011,3,613,0
1750315912,Rebecca,Gilbert,Bergnaum-Abbott,2011,2,716,-1
2411633454,Patrick,Page,Hilpert Group,2013,1,976,-1
2027226831,Marguerite,Lindsey,"Christiansen, Brekke and Heidenreich",2013,3,248,0
4681117386,Minerva,Greer,"Wunsch, Nienow and Langosh",2011,3,881,0
4736471044,Madge,Holloway,Hessel Group,2015,2,85,1
4707555353,Lydia,Webb,Walker-Williamson,2017,1,263,-1
1036135656,Lewis,Jones,Vandervort-Witting,2014,1,660,1
4120738410,Scott,Singleton,Mitchell Inc,2012,3,229,-1
2374864977,Ruth,Drake,Welch-Yost,2014,3,269,-1
3516959013,Olivia,McGuire,Bernier Inc,2012,2,966,0
9701759760,Lou,Ruiz,"Skiles, McGlynn and Veum",2014,2,532,1
4225558166,Marguerite,Byrd,Kuvalis-Green,2014,3,544,0
8129053482,Rebecca,Fuller,"Schaden, Lindgren and Lesch",2015,2,655,-1
5940004368,Isabella,Walton,Eichmann-Walker,2011,2,785,-1
2786875305,Corey,Fleming,"Feest, Hilpert and Ritchie",2016,2,840,-1
7686895418,Mario,Graves,"Schiller, Rogahn and Paucek",2014,2,347,0
8730190820,Eugene,Wilkerson,"Osinski, Schmidt and Schuppe",2016,1,908,-1
5730839130,Lettie,Cunningham,Swaniawski and Sons,2014,1,75,0
3022625739,Roy,Weber,Lynch LLC,2012,1,440,-1
3952478068,Jared,Robertson,Murphy-Corwin,2017,1,643,-1
3078873207,Isaac,Barker,Moore-Bradtke,2012,1,443,1
7330604336,Warren,May,Brekke-Lind,2014,3,134,-1
581642203,Helen,Meyer,"Bartell, Rowe and Cormier",2015,1,603,0
1675132307,Mabelle,Hammond,Cartwright-Lueilwitz,2011,3,983,-1
4043509516,Lydia,Powell,Kerluke Inc,2011,2,399,-1
4927907258,Charles,Hawkins,Kilback and Sons,2016,2,640,-1
2734540900,Eula,Graves,Hayes-Kling,2017,1,482,-1
7314063393,Eva,Wise,Mann and Sons,2015,1,814,-1
758199606,Elnora,Marsh,Kunze Group,2013,2,74,0
7594796604,Rosalie,Rhodes,Ledner LLC,2011,2,593,-1
505915194,Gavin,Reynolds,Ziemann Group,2015,1,537,-1
3500270492,Bessie,Saunders,Windler Inc,2013,2,646,-1
7652971681,Ernest,West,Mayert LLC,2013,3,537,0
4559725632,Esther,Marsh,Friesen Group,2014,2,654,0
8178725242,Bertie,Newton,"Grant, Hoppe and Jacobs",2015,3,694,0
2812667953,Mitchell,Crawford,Cormier-Goodwin,2011,1,482,-1
4523831117,Alberta,Hale,Monahan-Heathcote,2013,1,127,1
7831453810,Francis,Rhodes,Lynch and Sons,2016,1,556,-1
637085407,Lydia,Terry,Gusikowski-Runte,2013,2,384,-1
3521623067,Tillie,Larson,"Leuschke, Murray and Veum",2012,2,619,0
586569198,Sophie,Pope,Kassulke Group,2012,1,205,-1
7334889146,Callie,Weber,Jenkins-Ledner,2014,2,541,0
1732459372,Marie,Ruiz,"Ziemann, Greenholt and Olson",2016,1,41,0
7026240074,Virgie,Sanchez,Fahey-Smith,2013,2,303,-1
7054585464,Alejandro,Collins,Ward-Goyette,2017,3,799,0
3398825056,Erik,Alvarado,Carroll-Johns,2015,1,614,-1
7594298251,Douglas,Austin,Heidenreich-Will,2017,1,242,-1
8218625467,Larry,Schneider,Herzog-Swaniawski,2015,2,357,-1
3750945389,Sara,Cunningham,Langworth Group,2011,1,873,0
6184410452,Kyle,Stevens,Schulist Inc,2012,2,276,0
9572424759,Bernard,Franklin,"Kemmer, Little and Stamm",2014,2,582,0
6082028690,Lucas,George,"Heathcote, Metz and Jerde",2017,2,420,0
9420411668,Brandon,Simon,Littel Inc,2015,1,313,-1
1188607047,Julian,Gardner,Klocko LLC,2012,2,310,0
8805658743,Mark,Hicks,Monahan-Swift,2011,1,942,1
6783398424,Mabelle,Stanley,Lesch Inc,2012,2,541,0
393828422,Benjamin,Wilson,Abernathy-Harris,2017,2,524,0
9620404234,Daniel,Wilkerson,Hodkiewicz-Kohler,2017,1,297,-1
2108170397,Maurice,Garner,Barrows Group,2017,1,195,-1
7171797576,Callie,Carson,Wilkinson Group,2016,1,711,0
5723563832,Lucas,McLaughlin,Nitzsche-Erdman,2014,2,107,-1
9395430544,Eunice,Stone,Ritchie Inc,2013,3,223,-1
729482749,Sean,Wilkins,Pollich-Farrell,2015,2,987,-1
9754976072,Jared,Lawson,Goodwin LLC,2011,2,729,-1
7794207968,Elsie,Hoffman,"Sporer, Farrell and Olson",2014,2,438,0
6689251567,Daisy,Salazar,"Bernhard, Hamill and Bradtke",2013,1,421,0
8684226774,Christine,Parsons,Terry-Schaefer,2011,2,167,0
9512223991,Phoebe,Simon,"Marks, Langworth and Spencer",2015,3,482,0
7119470773,Cecelia,Gonzalez,Altenwerth-Pollich,2012,2,36,-1
5392833910,Polly,Baker,Collier and Sons,2017,1,354,0
2853495875,Jeffery,Walton,Schowalter Inc,2015,2,17,-1
1517347601,Beatrice,Cole,Gutmann-Fisher,2013,1,519,0
8931233575,Micheal,Watkins,"Leffler, Bartoletti and Gerlach",2014,1,921,1
2863697668,Miguel,Nunez,Lueilwitz Inc,2011,3,258,0
8855553991,Ruth,Dunn,"Rolfson, Watsica and Aufderhar",2017,3,705,0
8847281996,Minnie,Jones,Monahan-Luettgen,2014,1,860,-1
5973866325,Joe,Long,"Bruen, Bartell and Krajcik",2011,2,932,0
2779461464,Leona,Beck,Predovic and Sons,2013,2,290,-1
6463927205,Kevin,James,"Eichmann, Conn and Kerluke",2017,1,817,-1
544878754,Dean,Brady,"Reichel, Strosin and McGlynn",2016,2,695,0
7526904871,Peter,Rowe,Hackett-Cormier,2013,1,153,0
4187275850,Sophia,Collier,Okuneva-Nikolaus,2012,3,246,0
6080983681,Marion,Garner,"Schmeler, Sawayn and Feil",2013,2,510,-1
2142344581,Sophie,Ball,Runolfsdottir Group,2012,1,101,-1
2255597350,Dennis,Poole,Marvin-Becker,2011,3,548,-1
4666161765,Stephen,Allen,Berge-Stanton,2011,1,363,-1
1638511527,Louise,Brown,Roob-Hauck,2017,2,930,0
3010184084,Henry,Blake,Moen-Trantow,2016,1,893,1
1724093651,Shawn,Gonzales,Emard and Sons,2013,1,758,0
2317510795,Cynthia,Wright,"Russel, Bailey and Torphy",2012,1,316,-1
6427001053,Lida,Spencer,Mohr-Cormier,2014,2,388,0
530057606,Charlie,Garner,Jenkins-Maggio,2014,2,366,0
740279972,Alex,Dean,Dooley and Sons,2013,3,855,1
1297556291,Nathaniel,Santiago,"Gorczany, Halvorson and Ziemann",2011,1,528,-1
1436087310,Carolyn,Olson,"Kovacek, Altenwerth and Block",2012,2,998,0
3684900540,Jason,Nguyen,Bergstrom-Rowe,2015,2,469,0
3716350143,Olga,Gibson,"Daugherty, McDermott and Rodriguez",2012,2,598,0
3374757301,Russell,Larson,Dooley and Sons,2013,2,651,-1
5538359956,Lydia,Gill,Goldner and Sons,2012,2,467,0
9910664027,Travis,Burke,Murazik-Daniel,2011,2,189,0
9250495684,Blake,Cross,Denesik-Considine,2011,2,983,0
7533852597,Craig,Roberts,Gleichner-Moen,2011,1,223,1
4372640916,Polly,Oliver,Witting-Hahn,2012,2,268,-1
7772478247,Delia,Tate,Hoeger-Okuneva,2014,1,776,-1
4500222012,Clarence,Miller,Bartell-Franecki,2014,3,185,-1
7565606064,Catherine,Bowman,Mayer-Bashirian,2012,3,67,-1
4129816392,Dale,Weaver,"Hilpert, Gusikowski and Schulist",2013,3,311,-1
2180389030,Keith,Gonzales,Rath Group,2015,2,584,0
3867587380,Alfred,Maxwell,Dooley-Bernier,2011,1,232,-1
2647936828,Christian,Burgess,Block-Boehm,2014,2,492,-1
9886895459,Ada,Berry,Conroy Group,2017,1,415,0
6670825548,Charlotte,Burgess,Glover-Daugherty,2013,1,309,-1
9149267875,Ricky,White,Miller Group,2014,2,166,-1
9798227004,Isaiah,Lane,"Murphy, Von and Heathcote",2016,5,26,-1
2460310544,Lucile,Curtis,Hilpert and Sons,2013,2,762,1
9392565867,Lulu,Sherman,"Runolfsson, Lind and Huel",2014,1,271,0
1345338245,Nathan,Green,Toy LLC,2011,3,57,0
3539096293,Ryan,Burgess,Weimann and Sons,2014,1,301,0
5174662041,Alfred,Rice,VonRueden Inc,2015,3,968,0
6702476293,Hunter,Townsend,"Casper, Torp and Hilll",2011,1,158,-1
1587315713,Lottie,Munoz,Bashirian and Sons,2014,1,778,-1
8122438139,Kyle,Schwartz,Moore Group,2017,2,959,0
59896029,Iva,Newman,Walker-Powlowski,2016,2,154,-1
9750740662,Adelaide,Curry,Rath-Baumbach,2016,2,439,-1
9029738223,Dominic,Greene,"Runte, McClure and Gerlach",2017,1,962,0
6984336957,Micheal,Norris,Ruecker Group,2012,1,849,-1
2567320835,Minnie,Mack,Wolff-Gottlieb,2012,2,229,0
6614558651,Benjamin,Little,"Tromp, Rau and Yost",2013,1,651,1
3684022701,Nicholas,McLaughlin,Feest and Sons,2015,1,569,-1
6457314139,Elizabeth,Drake,Mitchell LLC,2016,1,601,0
8582204743,Paul,Park,"Hirthe, Davis and Hodkiewicz",2011,1,627,0
384823810,Christine,Hall,"Fadel, Sanford and Heller",2016,2,253,-1
601770119,Lee,Morgan,Satterfield-Davis,2014,1,662,0
3397888112,May,Burgess,"Dibbert, Herzog and Lebsack",2013,3,86,0
1578424696,Jim,Ball,Rowe-Cummerata,2015,3,14,-1
7048477478,Virginia,Frank,Mann Group,2012,2,288,-1
5761720731,Iva,Dean,"Homenick, Hayes and Hagenes",2014,2,870,0
1880755985,Nannie,Casey,Dickens-Hirthe,2017,2,669,1
6441322071,Gilbert,Cook,"Hilpert, Schuppe and Pollich",2011,2,327,1
4145423095,Bernice,Parsons,Schneider Group,2016,1,829,0
9564681190,Derek,Barrett,"Wiegand, O'Conner and Pfannerstill",2011,3,278,-1
5944482914,Francisco,Delgado,Connelly-Erdman,2016,1,341,0
8017464474,Alexander,Howard,Tremblay-Will,2013,1,249,-1
98560731,Gary,Holt,Altenwerth-Schuppe,2017,1,491,0
572579286,Glen,Steele,"Schneider, Hermann and Gutmann",2014,2,570,0
8040338938,Clara,Sandoval,Dietrich-Boyle,2011,2,595,-1
7552147725,Teresa,Norris,"Waelchi, Welch and King",2013,2,697,0
5614675901,Lora,Hansen,Murphy and Sons,2012,3,948,0
1797993606,Anne,Martin,"West, Senger and Krajcik",2011,3,805,0
5971876605,Miguel,Peters,"Powlowski, Welch and Hilpert",2013,5,555,0
5370149600,Joshua,Murray,"Gulgowski, Ondricka and Hackett",2013,1,806,-1
3634499946,Walter,Parsons,Heathcote-Schultz,2011,2,981,0
333397503,Lydia,Abbott,Lakin-Leffler,2017,5,802,0
1555667398,Stephen,Simon,Reynolds and Sons,2012,2,445,-1
7984547841,Dean,Allison,Dooley-Morissette,2013,2,818,0
1914125680,Robert,Gomez,Sanford-Cummings,2014,3,111,-1
377988437,Sophie,Dunn,Williamson-Lebsack,2016,2,286,0
927910593,Hester,Doyle,Hudson-Effertz,2017,2,501,-1
2194401748,Frank,Walker,Goyette and Sons,2015,3,116,0
2069544474,Catherine,Morrison,Kassulke-Rosenbaum,2012,1,366,-1
3352692267,Tom,Dean,Hagenes-Wiza,2017,2,179,1
9533113857,Helena,Dean,Schroeder LLC,2017,1,47,0
6862927795,Alvin,Santiago,"Medhurst, Goldner and Anderson",2014,2,323,-1
8551135678,Lettie,Maxwell,"Gerhold, Tillman and Jakubowski",2011,2,682,-1
8015487419,Gordon,Miles,Schneider Inc,2014,3,37,-1
2355003680,Ada,Peters,"Corkery, Kovacek and Hegmann",2014,2,909,0
1899626322,Ivan,Chapman,"Purdy, Marks and Roob",2011,1,163,-1
6272453039,Daniel,Jordan,"Braun, Trantow and Deckow",2014,2,465,-1
3578339762,Nora,Stevens,"Orn, DuBuque and Hane",2011,2,585,0
4002762751,Millie,Reyes,"Quitzon, Beahan and Rosenbaum",2017,1,837,0
5671840560,Estella,Dawson,Bradtke-Murazik,2014,2,564,-1
5799183003,Terry,Fuller,Kulas-Prosacco,2012,2,618,0
661696831,Augusta,Shaw,Eichmann and Sons,2017,2,272,-1
5785687897,Kyle,Lyons,"Ernser, DuBuque and Schuster",2012,1,447,0
6307267024,Mayme,Caldwell,Schulist and Sons,2014,5,260,0
4272206720,Frank,Welch,Russel and Sons,2016,2,961,1
1944930773,Sarah,Gutierrez,"Kassulke, Mohr and Haag",2015,3,53,1
6829881606,Bernard,Griffith,Sporer-Cruickshank,2015,2,624,0
7394283028,Ricardo,Mack,Spencer-Murphy,2012,3,483,-1
9962853600,Calvin,Floyd,Lockman and Sons,2012,2,531,0
2791946923,Devin,Howard,Osinski-McCullough,2015,2,566,0
6734012643,Sue,Silva,Gleason Group,2012,1,396,1
1412803338,Georgie,Lawrence,"Stracke, Reynolds and Hilpert",2014,2,37,-1
6297991252,Lois,Webb,Nitzsche-Macejkovic,2016,2,900,0
1415842199,Estella,Olson,"Abbott, Stark and Block",2016,2,450,-1
8872138586,Inez,Riley,Barton Group,2016,3,509,0
3163406108,Katharine,Romero,"Kuvalis, Wuckert and Lang",2016,1,840,0
4905407516,Ola,Wise,"Yundt, Carroll and Wintheiser",2012,2,370,0
1426462073,Rebecca,Long,"Lehner, Donnelly and Hayes",2017,2,960,0
8530095987,Bertha,Atkins,"Rogahn, Franecki and Jerde",2016,2,371,0
6511737656,Andre,Collier,Boyle-Halvorson,2013,1,452,0
8058464800,Eunice,Griffin,"Tromp, Bode and Osinski",2017,2,189,-1
5516381358,Jared,Gutierrez,"Bahringer, Keebler and Jast",2012,2,51,0
5186242827,Bernard,McDaniel,"Abernathy, Kerluke and Weimann",2017,2,654,0
6216118688,Adele,Pierce,Rutherford Inc,2011,1,384,0
1682016096,Jeff,Vargas,"Gutkowski, Zieme and Kovacek",2012,2,535,1
8594182210,Travis,Cook,Skiles Inc,2015,2,264,-1
8449299501,Marian,Fletcher,"Mayer, Grimes and Blick",2014,2,623,1
7796372016,Russell,Underwood,Rosenbaum-Bernhard,2017,3,345,0
9389280904,Cordelia,Burke,Rice Inc,2013,2,934,-1
6240920430,Leroy,Moran,Witting-Brekke,2016,1,629,-1
5148028242,Eddie,Medina,"Pacocha, Effertz and Hand",2016,1,857,0
2626445556,Manuel,Cruz,Farrell-Thompson,2011,2,890,-1
8589701206,Rose,Cole,Bartell-Bauch,2017,1,669,-1
6619926944,Henrietta,Gonzales,"Thompson, Upton and Luettgen",2015,1,87,-1
7048402837,Georgie,Pope,Boyle-Bosco,2012,3,88,-1
5165665919,Ryan,Vega,Reinger-Hills,2017,1,284,0
4733783328,Jesus,Pearson,Hauck and Sons,2014,2,284,0
3721697274,Jeremy,Wagner,Rath-Kovacek,2015,1,769,1
2110012403,Jessie,Moore,Swaniawski Inc,2014,1,67,0
6896292281,Jack,Mitchell,"Schowalter, Deckow and Block",2016,1,264,0
6348411784,Della,Abbott,Runolfsson and Sons,2016,2,354,1
2200082491,Lucinda,Burgess,Feil-Wintheiser,2017,2,583,0
9512656371,Luis,Owen,"Stanton, Bosco and Morar",2012,2,185,-1
5353240057,Olivia,Conner,Leannon-Deckow,2017,1,65,0
9787966268,Christopher,Lloyd,"Hills, Hermiston and Koepp",2014,3,380,0
7043783921,Howard,Drake,Block Group,2011,1,462,0
1565165838,Steven,Campbell,"Conroy, Hintz and Brekke",2012,1,423,0
5906111088,Lelia,Cunningham,Ryan Group,2017,2,698,-1
7219791548,Darrell,Garner,"Gislason, Tillman and Bashirian",2012,2,597,0
6555984515,Don,Barnett,Collier-King,2016,3,286,0
5748466486,Willie,Sutton,"Hickle, Hudson and Denesik",2013,2,734,-1
4539378167,John,Ford,Turner LLC,2013,2,556,-1
2178696040,Ollie,Wells,Connelly LLC,2012,3,996,0
665532350,Erik,Caldwell,Farrell-Schimmel,2016,2,827,0
2083359776,Hannah,Colon,"Crooks, Kohler and Bartell",2014,2,191,-1
724603105,Lou,Fleming,Strosin Inc,2016,2,314,-1
8315026014,Kyle,Newman,Feil Group,2017,2,440,0
8681190474,Ricardo,Barker,Kling LLC,2011,3,97,-1
8754077948,Cordelia,Burton,Runolfsson Inc,2016,2,731,-1
9135716481,Harriett,Hopkins,Lemke-Renner,2014,2,23,-1
5323007888,Stella,Wise,Carroll-Jacobson,2011,2,836,-1
407921939,Brett,Romero,Bruen-Senger,2017,2,789,-1
7005350577,Dollie,Swanson,Cremin-Erdman,2015,1,965,0
8235669850,Erik,Cortez,Luettgen-Ruecker,2014,1,35,-1
4164086187,Sarah,Atkins,"Walsh, Altenwerth and Hilpert",2016,1,669,0
283535167,Beulah,Vaughn,Christiansen-Kerluke,2014,1,16,-1
7508631216,Jacob,Williamson,Hermiston-Mraz,2011,1,10,1
5135757671,Ricky,Maldonado,"Erdman, Satterfield and O'Reilly",2017,2,473,0
4781281458,Miguel,Larson,"Strosin, Morissette and Schoen",2012,1,679,0
8276228765,Janie,Kelley,Graham Inc,2015,1,450,-1
6013509803,Derek,Larson,McKenzie-Torphy,2012,2,158,-1
841231400,Brandon,Elliott,Yost Inc,2013,2,39,0
9895660770,Helen,Wood,Wintheiser LLC,2012,1,122,0
3440034408,Adam,Chandler,Maggio Group,2015,2,683,0
5280465600,Willie,Barrett,Gerlach-Boehm,2017,1,826,0
7402876040,Virginia,Farmer,"McKenzie, Schimmel and Johns",2012,3,877,0
6441403085,Bobby,Moran,Erdman LLC,2013,2,674,-1
6967234345,Lula,Gutierrez,"Bernhard, Crona and Bednar",2011,1,832,0
7001041485,Todd,Jacobs,"Raynor, Eichmann and Gusikowski",2012,2,431,-1
2519545428,Anne,McCoy,Zboncak and Sons,2017,1,739,-1
4852219364,Viola,Bush,"Treutel, Pouros and Nitzsche",2014,2,243,-1
5220362679,Ray,Craig,"Muller, Smith and Bergstrom",2016,2,184,0
1830374346,Alexander,Todd,Nicolas LLC,2017,2,115,-1
920376883,Warren,Pope,"Leuschke, Homenick and Harris",2017,2,12,-1
5875332845,Marian,Norman,"Yundt, Metz and Hoppe",2012,1,411,-1
8152900424,Lenora,Foster,Lesch LLC,2012,2,131,0
7574473768,Christian,Franklin,"Reichel, Wisoky and Corkery",2012,1,435,0
1733599812,Minnie,Palmer,"Lockman, Haley and Conn",2017,3,168,0
5173429401,Ricky,Allison,"Stiedemann, Hand and Fadel",2012,1,285,0
2062537715,Gabriel,Holmes,Little-Kessler,2015,2,73,-1
8278258584,Raymond,Greer,Stark Group,2014,3,257,-1
6098260149,Hallie,Hanson,Labadie-Kunde,2012,1,379,0
91003411,Russell,Aguilar,"Emard, Langosh and O'Hara",2017,2,296,0
9868629306,Flora,Brown,Feest Group,2013,2,199,0
9911653191,Catherine,Logan,Purdy-Stanton,2012,2,159,0
1315854838,Rebecca,Young,Hudson Group,2015,2,990,0
6461227469,Katie,Norman,"Pfeffer, Casper and Stark",2011,3,193,-1
6946564432,Virginia,George,Klein-Walter,2017,2,831,0
7555997857,Allen,Boyd,Cormier Inc,2015,2,249,0
5298228176,Alexander,Sims,Koss and Sons,2012,1,212,0
4262692069,Wesley,Mann,Fahey and Sons,2017,3,182,-1
107168931,Tillie,Nguyen,Johnston-Nicolas,2016,1,392,-1
9125682283,Matthew,Glover,Cronin Group,2012,2,502,0
8694322261,Lottie,Gibson,"Dickinson, Ritchie and Schuster",2013,2,459,-1
3510610810,Ricky,Chavez,"Kutch, Huel and Marks",2012,1,437,0
259702057,Adeline,Dean,Cole LLC,2014,1,590,0
8300012677,Henrietta,Wilkerson,"Schneider, Bednar and Shanahan",2014,3,998,-1
8338740854,Estella,Rodriquez,Green-DuBuque,2015,2,761,0
3055981697,Jeremy,Logan,Hammes-Beatty,2011,2,535,-1
9176891773,Allie,Armstrong,Huel-Bartell,2015,3,957,0
453166217,William,Gregory,Kiehn Inc,2014,2,777,-1
2506724651,Cynthia,Turner,Green LLC,2012,2,32,0
9626744085,Effie,Saunders,Kovacek LLC,2011,2,568,-1
9097254782,Rose,McLaughlin,"Miller, Cronin and Gusikowski",2012,1,938,-1
233238132,Millie,Reed,McClure-Walter,2015,2,504,-1
3326248628,Vera,Vasquez,O'Hara-Larson,2016,2,534,1
1064187575,David,Scott,Johns-Pfeffer,2015,2,935,0
784215281,Keith,Fletcher,"Dibbert, MacGyver and Koch",2016,1,423,-1
1786415544,Brett,Perry,Dare-Pfannerstill,2014,2,285,0
1976252124,Edwin,Romero,Hayes-Monahan,2015,2,557,-1
1163670871,Louise,Lamb,Rath-Mohr,2012,2,615,1
6157021711,Elmer,Brock,Fadel Inc,2013,3,153,0
7255772991,Ethan,Bass,Bauch-Reilly,2015,2,984,0
7054997328,Nathaniel,Cortez,Ruecker-White,2015,2,495,0
4907051351,Charles,Reyes,"Harber, Hilll and O'Keefe",2017,2,259,-1
889050798,Herman,Gibson,Collins LLC,2013,1,716,-1
7453067782,Gussie,Ortega,"Kunde, Schamberger and Ernser",2016,1,297,0
8397441251,Marcus,Pierce,Kunze-Schumm,2017,3,161,1
577997633,Jackson,Fowler,"Collins, Gottlieb and Medhurst",2012,2,191,0
6058770193,Wayne,Henderson,Zemlak-Robel,2012,2,640,0
1811943046,Jennie,Wolfe,"Oberbrunner, O'Conner and Farrell",2013,1,961,-1
7835053819,Cynthia,Rodriguez,Daugherty LLC,2012,1,85,-1
4259581626,Peter,Rios,"Breitenberg, King and Gorczany",2011,3,936,0
1334304451,Agnes,Nichols,O'Connell LLC,2013,2,208,-1
8703266742,Joe,Hodges,Spencer and Sons,2011,3,695,-1
5361962235,Isaiah,Montgomery,Ritchie Inc,2016,2,277,0
7635546354,Vernon,Allen,"Zemlak, Bailey and Simonis",2016,2,898,-1
1229400731,Maria,May,Cole-Zulauf,2017,1,286,-1
